source_title,mapped_title,match_score,match_kind,buyer_segment_rollup,buyer_segment
Senior Programmer,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
380 KV OHTL Site Manager (Electrical),Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Project Architect,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
4G/5G Telco Cloud Architect for NPO Services,"Manager, Information Services",85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Product Certification Engineer,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
AEM Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
AGM - Cloud Consultant,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Performance Engineer,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Performance Test Engineer,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Silicon Design Engineer,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
.NET Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Chief Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
CTO & Co-founder,Software Engineer & Product Owner,85.5,fuzzy,Practitioner,Product End User
CTO - IMS Group,Group Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"Capex Program Manager, iPhone Product Operations","Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
CSE Engineer Student,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
CTO & Co-Founder,Software Engineer & Product Owner,85.5,fuzzy,Practitioner,Product End User
CEO / Co-Founder,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
CEO / Founder,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
"CEO [Open Source, e-Commerce & Big Data/Hadoop]",Big Data Architect,85.5,fuzzy,Practitioner,Data End User
CEO-FounderPrinciple Architect and BIM Head,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
CFD Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
CIO Waaree Group,Group Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"CISO|Senior Vice President - Global Head of Information Security, Operations (Cloudops & ServiceNow)","Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
VP of Engineering,"Manager, Infrastructure Engineering",85.5,fuzzy,Decision Maker,Information Decision Maker
"VP, Engineering","Manager, Infrastructure Engineering",85.5,fuzzy,Decision Maker,Information Decision Maker
Verification Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Vertical Head - Professional Lighting (R&D),Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President & Head -Enterprise Applications and Digitalization,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Back-end Architect,AI Architect,85.5,fuzzy,Practitioner,Data End User
User Experience Designer,Product Designer,85.5,fuzzy,Practitioner,Product End User
User Interface Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
VP & Head - Inhalation R&D,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
VP - Engineering,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
VP Data and analytics,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Undergraduate Computer Science Student,Data Science Engineer,85.5,fuzzy,Practitioner,Data End User
Undergraduate Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
University Lecturer and Data Engineer,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
UI/UX Design,Product Design Engineer,85.5,fuzzy,Practitioner,Product End User
Senior Sales Executive,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Scrum Master,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Innovation Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Integration Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Business Technology Solutions Associate Consultant,"Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Business Transformation Consultant,Information Technology Business Relationship Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Business analayst,Information Technology Business Relationship Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
CAD Coordinator,Supply Chain Coordinator,85.5,fuzzy,Practitioner,Operations End User
CAE Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Lead Developer,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Business Analyst & Project Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Business Development Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Business Process Re-Engineer,Information Technology Business Relationship Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Brand Transformation Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
BsVI Engineer & Workshop Supervision,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Btech Artificial Intelligence and Data Science,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Build Engineering - Advisory AI Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Building AI Copilot,AI Architect,85.5,fuzzy,Practitioner,Data End User
"Bioinformatics Lead, R&D",R&D Lead,85.5,fuzzy,Practitioner,Product End User
Biological Scientist,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Biometric Solutions,Information Technology Solutions Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Block Head - Engineering,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Engineer &amp; Data Scientist,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Cellular Firmware Engineer,Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
"Channel Program Producer @ Apple | Project Management, Space Planning, VM","Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Chapter Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Cheaf Growth Officer,Executive Assistant To Chief Operating Officer,85.5,fuzzy,Practitioner,Operations End User
Chief Architect,Enterprise Data Architect,85.5,fuzzy,Practitioner,Data End User
Senior Test Lead,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior UI/UX Designer,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President Research and Development,Research Analyst,85.5,fuzzy,Practitioner,Data End User
Vice President Service Delivery,IT Service Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President Service Delivery | Data & AI,Service Delivery Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"Vice President - Creative & Digital, Head - Manila Operations",Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President - Data Engineer II,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Vice President - Engineering,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President - Group Quality,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President - Technology,Information Technology Service Delivery Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President : AI & Data : Marketing Intelligence,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Backend Support Specialist,"Manager, Information Technology Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Backend Team Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Bank Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Battery Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Lead Backend Engineer,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Backend Developer Staff,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Backend Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Backend Engineer - L4,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Backend Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
BIM Engineer (structure),Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
Senior Talent Acquisition exc,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Staff FDE,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Cloud DevOps Engineer,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Consultant,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sharepoint Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Shift Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Shopify Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Automation Machine Maintenance Staff,Machine Learning,85.5,fuzzy,Practitioner,Data End User
Automation and AI Associate,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Avionics Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Associate engineer grade - AI,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate manager,Senior Operations Associate,85.5,fuzzy,Practitioner,Operations End User
Asst General Manager Engineering & Projects,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Asst. Manager - Renewable Energy & Engineering Design Methods,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Test Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Associate Vice President - Consumer Insights & Data Science,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Associate Vice President - Engineering,Senior Research Associate,85.5,fuzzy,Practitioner,Data End User
Associate Vice President - IT - Sales and Marketing,IT Infrastructure Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Vice President - Technologies,Senior Research Associate,85.5,fuzzy,Practitioner,Data End User
Associate Vice President Inhalation R&D,Senior Research Associate,85.5,fuzzy,Practitioner,Data End User
"Associate Vice President, NAB Global Innovation Centre India",Senior Research Associate,85.5,fuzzy,Practitioner,Data End User
"Vice President, Data Management & Quantitative Analysis BNY â€¢ Full-time Sep 2024 - Present â€¢ 1 mo",Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
"Vice President, Digital Engineering",Data Engineering Lead,85.5,fuzzy,Practitioner,Data End User
"Vice President, Strategic AI Advisory and Legal Transformation",Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Vice President- APAC Head of Securities & Cash Network Performance Management,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President of Engineering,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
"Vice President â€“ Chapter Lead, Data Engineering & AI | Generative + Agentic AI Transformation Leader","Manager, Infrastructure Engineering",85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President Finance Information Technology,"Manager, Information Services",85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President II - Head of APAC - Sanctions QA,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President IT,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Data Analyst,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Vice President Information Technology Services,"Manager, Information Services",85.5,fuzzy,Decision Maker,Information Decision Maker
Senrior Consultant Developer,Database Developer,85.5,fuzzy,Practitioner,Information End User
Server Admin,Sql Server Database Administrator,85.5,fuzzy,Practitioner,Data End User
Service Area Leader: Data Services,IT Service Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Service Delivery Assistant Team Lead,Service Delivery Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"Lead - Test Center, India",Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Video & AI Editor,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Architect,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior iOS developer,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior UNIX/Cloud Devops Engineer,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior User Experience Designer,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
L1.5 Monitoring Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Verification Engineer,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Vice President,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Vice President - Global IT,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Vice President - Operations Quality & Third Party Quality,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"Senior Vice President, AI & Labs",Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Lab Center Alam Sutera,Staff - Engineering: Data Center / IT,85.5,fuzzy,Practitioner,Data End User
Associate Research Scientist,Research Analyst,85.5,fuzzy,Practitioner,Data End User
Associate Sales Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Scientist Chemistry,Warehouse Associate,85.5,fuzzy,Practitioner,Operations End User
Laravel Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Associate Professor : Information Management,"Manager, Information Services",85.5,fuzzy,Decision Maker,Information Decision Maker
"Associate Professor and Program Head B.S. AI & ML, B.S. AI & DS",Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Project Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate QA Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Quality Analyst,Research Analyst,85.5,fuzzy,Practitioner,Data End User
Aws Cloud Engineer,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Azure Data Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Azure Data Engineer -ll,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Azure IAAS Administrator,Senior Oracle Database Administrator,85.5,fuzzy,Practitioner,Data End User
Azure Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Automation Architect,AI Architect,85.5,fuzzy,Practitioner,Data End User
Associate Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Manager ( Data Engineer),Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Manager - Engineering,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Manager - Media Design,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Manager( Senior Data Scientist),Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"Associate Manager, Senior Data Scientist",Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Manager- Data Science,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Associate Director| Solution Engineering & Consulting I Cloud Migration | Digital Transformation,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Associate Engineer - Coolant Systems,IT Systems Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate IT Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Quality Analyst,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Java Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
"Associate Director, Data Sciences at Transformative Pharmaceutical Solutions, LLC",Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
"Associate Director, Strategic Sourcing & Procurement - Global Tech and IT Strategic Sourcing.",IT Infrastructure Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Tableau Developer,Database Developer,85.5,fuzzy,Practitioner,Information End User
Associate Technology Architect,Information Technology Service Delivery Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
SoC Architect,Senior Data Architect,85.5,fuzzy,Practitioner,Data End User
SoC Design Engineer (STA),Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
IT Data Security Development Engineer Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Silicon Validation Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Simulation Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Sr. PCB Design Engineer L1,Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
Sr. PHP Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Sr. President and Global CIO,Sr. Product Owner,85.5,fuzzy,Practitioner,Product End User
Sr. Project Manager,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. QA Manager & Information Security Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Manager QA & QC,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Manager Quality,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Manager – Technology & Operations,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. IT Infra Admin,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Infra Engineer - Nutanix,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Laravel Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Sr. Lead Engineer,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Manager - Design,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Manager - Head of Amazon Shipping India,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Engineer Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Engineer Sourcing & Procurment,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
"IT Infra, Security & System Admin",Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Executive IT Infra,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Financial Analyst,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Sr. Flutter Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Associate Consultant,Senior Business Intelligence Consultant,85.5,fuzzy,Practitioner,Data End User
Associate Consultant (Content Developer),Senior Research Associate,85.5,fuzzy,Practitioner,Data End User
Associate Consultant BI,Senior Business Intelligence Consultant,85.5,fuzzy,Practitioner,Data End User
"Associate Consultant, Cyber and Privacy",Senior Research Associate,85.5,fuzzy,Practitioner,Data End User
Associate Data Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Associate Data Enginner,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Associate Data Scientist,Data Entry Clerk,85.5,fuzzy,Practitioner,Data End User
Associate Data Scientist II,Data Entry Clerk,85.5,fuzzy,Practitioner,Data End User
Associate Application Support Engineer,IT Application Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Architect,AI Architect,85.5,fuzzy,Practitioner,Data End User
Associate Business Intelligence,Information Technology Business Relationship Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Cloud Ops Engineer,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Cloud ops Engineer,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Configuration Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Brand & Marketing Strategist,Product Strategist,85.5,fuzzy,Practitioner,Product End User
IT Infrastructure Administrator,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Infrastructure Engineer/analyst,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Analyst - IT NOC,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Manager-IT Server Administrator,Lead Database Administrator,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Mentor,Senior Research Associate,85.5,fuzzy,Practitioner,Data End User
Associate Onboarding Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Associate Principal - Data Engineering,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Innovation Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Associate Principal Product Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Assistant Professor,"Assistant Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Professor (Selection Grade),Assistant IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"Assistant Professor, Department of Computer Science & Engineering",Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Professor-III,"Assistant Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Innovation Engineer - Blockchain,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Information Systems Intern,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Product (Product Management),Data Analytics Lead,85.5,fuzzy,Practitioner,Data End User
Lead Product Consultant,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Manager Manufaturing Engineering,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead IT Infra & Operations,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"Assistant Manager - Administration, HR Coordinator, Data Analyst & Sale Support",Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Manager - IT & Admin,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Associate Delivery Manager | R&D Technologies Division,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"Assistant General Manager, R&D AC",Assistant IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Highway Engineer,"Assistant Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Data engineering manager,Assistant IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Design Engineer,"Assistant Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Engineer,"Assistant Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Lead ME - Concept Engineering & Technology,Information Technology Dir,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Engineer - Android & Flutter,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Assistant General Manager - Business Finance,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Area Sales Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Artificial Intelligence,Senior Business Intelligence Analyst,85.5,fuzzy,Practitioner,Data End User
Artificial Intelligence Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Lead Engineer Project Execution (Solution Engineering),Senior IT Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Engineer R&D,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Applied Scientist III,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Apps Development Head,Information Technology Development Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Appsheet Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Assistant Vice President,"Assistant Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Vice President Information Technology,"Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Vice President Product Management,Assistant IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Vice President Technology,Assistant IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant Vice President Technology Sourcing,Assistant IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Engineer Static and F&DT,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Solution Lead - Information Technology (Software Automation and Manufacturing IT),"Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Solutions Consultant,Information Technology Solutions Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Solutions Developer,Information Technology Solutions Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Solutions Manager - AI & Automation - Centre of Excellence - Cisco Automation Center,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Solution Analyst,Business Intelligence Analyst,85.5,fuzzy,Practitioner,Data End User
Lead Experience Engineer,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Android Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Android and Flutter Developer,Database Developer,85.5,fuzzy,Practitioner,Information End User
Angular Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Aircraft Maintenance Technician,Network Technician,85.5,fuzzy,Practitioner,Information End User
Analyst Engineer 2,Business Intelligence Analyst,85.5,fuzzy,Practitioner,Data End User
"Analyst, Marketing Operations",Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Aftersales Support Representative,Customer Support,85.5,fuzzy,Practitioner,Information End User
Agent Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Ai & web developer,Software Engineer & Product Owner,85.5,fuzzy,Practitioner,Product End User
Zoho One Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
XDR Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Xamarin Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
ZSM - South,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Zimbra Linux Administrator,Information Technology System Administrator,85.5,fuzzy,Practitioner,Information End User
Web Developer II,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Web Master,Project Manager Scrum Master,85.5,fuzzy,Practitioner,Product End User
Web app,Senior Web Developer,85.5,fuzzy,Practitioner,Technology End User
Web developer,Senior Web Developer,85.5,fuzzy,Practitioner,Technology End User
Virtual Assistant,"Assistant Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Virtual Set and Augmented Reality Designer - Rocket Surgery Creative Services,Information Technology Services Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Warranty Analyst & Field Support Service Rep,Service Delivery Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant General Manager - Information Technology and SAP,"Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Assistant General Manager / Head-Engineering,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Front End Developer at BNY Mellon,Data Analytics Lead,85.5,fuzzy,Practitioner,Data End User
AWS Support Engineer,"Manager, Information Technology Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Ab Initio Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
